term	reading	frequency	kana_frequency
目覚まし	めざまし	17531	103972
広々とした	ひろびろとした	17532	83632
アンデッド	アンデッド	17533	
皇子	おうじ	17534	
瞬殺	しゅんさつ	17535	317130
和服	わふく	17536	
ピーク	ピーク	17537	
中華	ちゅうか	17538	263502
コンセプト	コンセプト	17539	
筋肉痛	きんにくつう	17540	296736
元気が出る	げんきがでる	17541	218996
さしもの	さしもの	17542	
ＢＧＭ	ビージーエム	17543	
石化	せきか	17544	205882
試着	しちゃく	17545	217830
肩入れ	かたいれ	17546	
歩幅	ほはば	17547	257319
這い出す	はいだす	17548	70483
皇女	こうじょ	17549	
皇族	こうぞく	17550	
ダーリン	ダーリン	17551	
自己主張	じこしゅちょう	17552	
四天王	してんのう	17553	137870
スタンド	スタンド	17554	
模型	もけい	17555	165523
無しに	なしに	17556	2835
巡り	めぐり	17557	35797
躍り出る	おどりでる	17558	124615
シールド	シールド	17559	
他人行儀	たにんぎょうぎ	17560	
矯正	きょうせい	17561	
完	かん	17562	7563
宗教的	しゅうきょうてき	17563	
当局	とうきょく	17564	255366
殺伐	さつばつ	17565	97229
うめえ	うめえ	17566	
侍る	はべる	17567	37286
学業	がくぎょう	17568	
汚名	おめい	17569	91337
懐疑	かいぎ	17570	
翼を広げる	つばさをひろげる	17571	169170
観衆	かんしゅう	17572	
定食	ていしょく	17573	
抜け駆け	ぬけがけ	17574	86563
投げ	なげ	17575	13884
ご立派	ごりっぱ	17576	108199
奥まる	おくまる	17577	124758
ピンポイント	ピンポイント	17578	
楓	かえで	17579	42756
ズバリ	ズバリ	17580	
送りつける	おくりつける	17581	239162
後ずさり	あとずさり	17582	48982
続けざま	つづけざま	17583	56786
みつめる	みつめる	17584	
すれ違い	すれちがい	17585	292427
みどり	みどり	17586	
ひねくれる	ひねくれる	17587	
のこる	のこる	17588	
かまえる	かまえる	17589	
こし	こし	17590	
アンナ	アンナ	17591	
ひるがえす	ひるがえす	17592	
１杯	いっぱい	17593	743
くりかえす	くりかえす	17594	
さまで	さまで	17595	
ちら	ちら	17596	
みち	みち	17597	
通りすぎる	とおりすぎる	17598	60595
ガキども	ガキども	17599	
もってする	もってする	17600	
抜け殻	ぬけがら	17601	67291
夜更け	よふけ	17602	114084
果敢	かかん	17603	86310
下り	くだり	17604	
忍びない	しのびない	17605	63388
紋様	もんよう	17606	278911
用心棒	ようじんぼう	17607	264492
押える	おさえる	17608	10298
編み出す	あみだす	17609	106932
より良い	よりよい	17610	27884
相反する	あいはんする	17611	
机に向かう	つくえにむかう	17612	277515
庭師	にわし	17613	84328
奇抜	きばつ	17614	104900
開幕	かいまく	17615	266817
船体	せんたい	17616	
崩れ去る	くずれさる	17617	152098
ぺろり	ぺろり	17618	
景品	けいひん	17619	154259
それどころではない	それどころではない	17620	
内包	ないほう	17621	137553
強襲	きょうしゅう	17622	
自衛	じえい	17623	206759
項	こう	17624	
話を切り出す	はなしをきりだす	17625	
航空	こうくう	17626	161053
急変	きゅうへん	17627	226513
ポンコツ	ポンコツ	17628	
総勢	そうぜい	17629	
気怠い	けだるい	17630	28286
決壊	けっかい	17631	112406
接近戦	せっきんせん	17632	
スマイル	スマイル	17633	
決別	けつべつ	17634	120388
故意に	こいに	17635	247380
支柱	しちゅう	17636	
国道	こくどう	17637	237075
不備	ふび	17638	127579
運悪く	うんわるく	17639	
後衛	こうえい	17640	
巡らす	めぐらす	17641	70680
肌で感じる	はだでかんじる	17642	
簡単に言えば	かんたんにいえば	17643	152199
萌え	もえ	17644	75058
硬貨	こうか	17645	
口から漏れる	くちからもれる	17646	250934
図太い	ずぶとい	17647	71600
レンタル	レンタル	17648	
鷲掴み	わしづかみ	17649	29391
時速	じそく	17650	164896
引っこ抜く	ひっこぬく	17651	94998
きらり	きらり	17652	
不思議なくらい	ふしぎなくらい	17653	87135
赤点	あかてん	17654	271045
言い表す	いいあらわす	17655	89372
泣き崩れる	なきくずれる	17656	
思いの外	おもいのほか	17657	142076
反る	そる	17658	15391
売り物	うりもの	17659	235605
初体験	はつたいけん	17660	298874
腹黒い	はらぐろい	17661	188406
すやすや	すやすや	17662	
満開	まんかい	17663	143726
波の音	なみのおと	17664	
巻き戻す	まきもどす	17665	184101
包囲網	ほういもう	17666	
嫁に行く	よめにいく	17667	211510
死地	しち	17668	96048
納品	のうひん	17669	
土壇場	どたんば	17670	247089
半減	はんげん	17671	239519
給金	きゅうきん	17672	
定	じょう	17673	
断面	だんめん	17674	
赴任	ふにん	17675	134992
いとも簡単に	いともかんたんに	17676	149933
ドン	ドン	17677	
バス停	バスてい	17678	
トースト	トースト	17679	
社交辞令	しゃこうじれい	17680	246358
靴音	くつおと	17681	192177
ごく一部	ごくいちぶ	17682	
やむを得ない	やむをえない	17683	31790
見合い	みあい	17684	188937
かき乱す	かきみだす	17685	99683
やせる	やせる	17686	
わらわ	わらわ	17687	
なでなで	なでなで	17688	
のたうち回る	のたうちまわる	17689	35192
どよめく	どよめく	17690	
みよ	みよ	17691	
突っこむ	つっこむ	17692	11584
追いすがる	おいすがる	17693	163908
程よい	ほどよい	17694	14492
抑えつける	おさえつける	17695	40380
おせっかい	おせっかい	17696	
ヒモ	ヒモ	17697	
頭がいっぱい	あたまがいっぱい	17698	308842
あれえ	あれえ	17699	
じろじろ見る	じろじろみる	17700	137737
たく	たく	17701	
大義	たいぎ	17702	309202
耳鳴り	みみなり	17703	275179
本業	ほんぎょう	17704	258919
親類	しんるい	17705	159318
セーブ	セーブ	17706	
未満	みまん	17707	240326
スニーカー	スニーカー	17708	
気落ち	きおち	17709	227490
晩餐	ばんさん	17710	73698
駆け落ち	かけおち	17711	83461
撤去	てっきょ	17712	299447
船員	せんいん	17713	185763
否定的	ひていてき	17714	
半裸	はんら	17715	316614
聞き及ぶ	ききおよぶ	17716	148366
特典	とくてん	17717	
目まぐるしい	めまぐるしい	17718	23381
運動会	うんどうかい	17719	162025
入れ違い	いれちがい	17720	278670
聡い	さとい	17721	32693
投下	とうか	17722	96441
古めかしい	ふるめかしい	17723	218798
インターホン	インターホン	17724	
クラクション	クラクション	17725	
完敗	かんぱい	17726	
察す	さっす	17727	14783
わはは	わはは	17728	
牛肉	ぎゅうにく	17729	211238
寝付く	ねつく	17730	112630
オーディション	オーディション	17731	
ワイルド	ワイルド	17732	
采配	さいはい	17733	
花見	はなみ	17734	104163
一呼吸	ひとこきゅう	17735	
如何	どう	17736	85
細やか	こまやか	17737	51199
悪臭	あくしゅう	17738	
歩行	ほこう	17739	211744
ペンキ	ペンキ	17740	
打ち震える	うちふるえる	17741	164672
棒読み	ぼうよみ	17742	
人数分	にんずうぶん	17743	
同室	どうしつ	17744	
復唱	ふくしょう	17745	
自信たっぷり	じしんたっぷり	17746	
盃	さかずき	17747	47387
垣根	かきね	17748	101234
乗	じょう	17749	
尊	みこと	17750	50477
実を言うと	じつをいうと	17751	72091
技師	ぎし	17752	43498
女心	おんなごころ	17753	189284
月夜	つきよ	17754	115673
轢く	ひく	17755	7492
人相	にんそう	17756	
煩悩	ぼんのう	17757	64887
読み進む	よみすすむ	17758	278752
人間界	にんげんかい	17759	
若くして	わかくして	17760	240305
種目	しゅもく	17761	
ダブル	ダブル	17762	
反抗的	はんこうてき	17763	310293
魔法少女	まほうしょうじょ	17764	146226
無双	むそう	17765	
お手洗い	おてあらい	17766	216927
負の感情	ふのかんじょう	17767	
宇	のき	17768	57683
予期せぬ	よきせぬ	17769	272901
山羊	やぎ	17770	57900
全額	ぜんがく	17771	253776
饅頭	まんじゅう	17772	19089
体育祭	たいいくさい	17773	293536
命を絶つ	いのちをたつ	17774	173853
先の話	さきのはなし	17775	
踏破	とうは	17776	91544
年若い	としわかい	17777	
昇降口	しょうこうぐち	17778	
うずうず	うずうず	17779	
用具	ようぐ	17780	218749
話は早い	はなしははやい	17781	
怪異	かいい	17782	168043
しな	しな	17783	
それもそのはず	それもそのはず	17784	
こす	こす	17785	
ぜいたく	ぜいたく	17786	
ヤる	ヤる	17787	
ひとえに	ひとえに	17788	
コウモリ	コウモリ	17789	
イラつく	イラつく	17790	
引き揚げる	ひきあげる	17791	41596
たなびく	たなびく	17792	
いいかげんにしろ	いいかげんにしろ	17793	
ドキリ	ドキリ	17794	
やらしい	やらしい	17795	
一人ぼっち	ひとりぼっち	17796	14383
あざ笑う	あざわらう	17797	68394
いかな	いかな	17798	
ねらう	ねらう	17799	
らく	らく	17800	
男	なん	17801	30201
編集部	へんしゅうぶ	17802	
展	てん	17803	
遣い	つかい	17804	46388
その割には	そのわりには	17805	32596
体術	たいじゅつ	17806	
雇用	こよう	17807	96592
目と鼻の先	めとはなのさき	17808	
裁判所	さいばんしょ	17809	182174
含み笑い	ふくみわらい	17810	240862
お墨付き	おすみつき	17811	160392
脇に置く	わきにおく	17812	115161
こそばゆい	こそばゆい	17813	
若い者	わかいもの	17814	197342
隣室	りんしつ	17815	223985
不名誉	ふめいよ	17816	309239
お茶を淹れる	おちゃをいれる	17817	261109
実習	じっしゅう	17818	208882
点滴	てんてき	17819	168014
平均的	へいきんてき	17820	
題材	だいざい	17821	225291
次代	じだい	17822	
盗聴	とうちょう	17823	184206
訪れ	おとずれ	17824	83409
代目	だいめ	17825	277228
身を屈める	みをかがめる	17826	316578
火の玉	ひのたま	17827	
自暴自棄	じぼうじき	17828	229852
気が早い	きがはやい	17829	
押し戻す	おしもどす	17830	117066
破顔	はがん	17831	
退路	たいろ	17832	168185
軽食	けいしょく	17833	189170
効能	こうのう	17834	149816
自害	じがい	17835	149781
思いがけず	おもいがけず	17836	197455
命令を下す	めいれいをくだす	17837	301656
高級品	こうきゅうひん	17838	
除去	じょきょ	17839	212270
見晴らし	みはらし	17840	186280
前兆	ぜんちょう	17841	
ノルマ	ノルマ	17842	
煌びやか	きらびやか	17843	19281
脱	だつ	17844	48695
本分	ほんぶん	17845	
笹	ささ	17846	11184
敵味方	てきみかた	17847	295240
粛々	しゅくしゅく	17848	92731
っちょ	っちょ	17849	
片割れ	かたわれ	17850	89626
取り外す	とりはずす	17851	83747
図鑑	ずかん	17852	162847
炙る	あぶる	17853	27984
弁償	べんしょう	17854	203971
どろり	どろり	17855	
死守	ししゅ	17856	
ＩＴ	アイティー	17857	276820
近況	きんきょう	17858	243291
武運	ぶうん	17859	
世間一般	せけんいっぱん	17860	
馬場	ばば	17861	
甘い物	あまいもの	17862	101684
居所	いどころ	17863	64791
住み着く	すみつく	17864	108340
どうかしている	どうかしている	17865	
パッケージ	パッケージ	17866	
常日頃	つねひごろ	17867	207906
返上	へんじょう	17868	161375
割り	わり	17869	6786
意思疎通	いしそつう	17870	
アトラクション	アトラクション	17871	
朗報	ろうほう	17872	183117
ナチュラル	ナチュラル	17873	
始祖	しそ	17874	53899
膣口	ちつこう	17875	
ドーン	ドーン	17876	
コンテスト	コンテスト	17877	
神戸	こうべ	17878	209702
移ろう	うつろう	17879	72175
重ね合わせる	かさねあわせる	17880	129789
ガソリン	ガソリン	17881	
インチキ	インチキ	17882	
ねえちゃん	ねえちゃん	17883	
ごみ	ごみ	17884	
ほど近い	ほどちかい	17885	168776
子どもの頃	こどものころ	17886	112281
じれったい	じれったい	17887	
そと	そと	17888	
ようするに	ようするに	17889	
いかんせん	いかんせん	17890	
手間をかける	てまをかける	17891	242541
すんごい	すんごい	17892	
トゲ	トゲ	17893	
１年前	いちねんまえ	17894	234542
べたべた	べたべた	17895	
はずかしい	はずかしい	17896	
焚き火	たきび	17897	72099
見あたる	みあたる	17898	96031
２倍	にばい	17899	
とでもいうよう	とでもいうよう	17900	
衣	きぬ	17901	81914
捨て去る	すてさる	17902	188220
特色	とくしょく	17903	200149
暴挙	ぼうきょ	17904	
ボード	ボード	17905	
マダム	マダム	17906	
専門的	せんもんてき	17907	297707
言いなりになる	いいなりになる	17908	69391
引用	いんよう	17909	269375
心許ない	こころもとない	17910	79363
図面	ずめん	17911	159331
慰謝料	いしゃりょう	17912	247556
大惨事	だいさんじ	17913	
跳ね起きる	はねおきる	17914	95169
踏み切る	ふみきる	17915	119188
パンケーキ	パンケーキ	17916	
ケーブル	ケーブル	17917	
悲観	ひかん	17918	
高齢	こうれい	17919	
共闘	きょうとう	17920	128159
一服	いっぷく	17921	124812
意のままに	いのままに	17922	247940
心配事	しんぱいごと	17923	216394
実技	じつぎ	17924	
密接	みっせつ	17925	314659
灰皿	はいざら	17926	230222
翁	おう	17927	109401
輸出	ゆしゅつ	17928	
ほらね	ほらね	17929	
離れ離れになる	はなればなれになる	17930	95806
張り上げる	はりあげる	17931	41582
上乗せ	うわのせ	17932	221073
背広	せびろ	17933	113637
北西	ほくせい	17934	216192
羽毛	うもう	17935	89091
気持ちが悪い	きもちがわるい	17936	239420
