term	reading	frequency	kana_frequency
メロディ	メロディ	16628	
眼帯	がんたい	16629	
ボックス	ボックス	16630	
粗相	そそう	16631	38085
腕を上げる	うでをあげる	16632	255817
識別	しきべつ	16633	236064
姐さん	ねえさん	16634	29197
くっく	くっく	16635	
道行く	みちゆく	16636	286176
二日酔い	ふつかよい	16637	142410
純潔	じゅんけつ	16638	194321
強風	きょうふう	16639	205097
躓く	つまずく	16640	13398
のん	のん	16641	
一節	いっせつ	16642	211322
癖になる	くせになる	16643	45993
時世	じせい	16644	
豪	ごう	16645	
独りぼっち	ひとりぼっち	16646	14383
離宮	りきゅう	16647	189064
そんなら	そんなら	16648	
自由自在	じゆうじざい	16649	184644
ぐらぐら	ぐらぐら	16650	
技術的	ぎじゅつてき	16651	305697
ソロ	ソロ	16652	
洗い物	あらいもの	16653	213383
唯一無二	ゆいいつむに	16654	237237
生来	せいらい	16655	303794
長方形	ちょうほうけい	16656	
ブス	ブス	16657	
グリーン	グリーン	16658	
大罪	だいざい	16659	
薙ぐ	なぐ	16660	24100
なんちゃって	なんちゃって	16661	
近距離	きんきょり	16662	298790
お出まし	おでまし	16663	257809
渡り合う	わたりあう	16664	89348
土煙	つちけむり	16665	235263
毎に	ごとに	16666	2524
まざまざ	まざまざ	16667	
パンク	パンク	16668	
ナイト	ナイト	16669	
洗濯機	せんたくき	16670	216437
搾り取る	しぼりとる	16671	93328
そうこうしているうちに	そうこうしているうちに	16672	
片づく	かたづく	16673	57890
しぼる	しぼる	16674	
あやうい	あやうい	16675	
傷がつく	きずがつく	16676	199531
ふてくされる	ふてくされる	16677	
なんにせよ	なんにせよ	16678	
飛びだす	とびだす	16679	31993
あたい	あたい	16680	
あや	あや	16681	
思いとどまる	おもいとどまる	16682	214881
かすむ	かすむ	16683	
これといった	これといった	16684	
ちぃ	ちぃ	16685	
かき上げる	かきあげる	16686	19594
もってしても	もってしても	16687	
もっともらしい	もっともらしい	16688	
こぐ	こぐ	16689	
たったひとり	たったひとり	16690	
どいつ	どいつ	16691	
おととい	おととい	16692	
さげ	さげ	16693	
そうやって	そうやって	16694	
そぐ	そぐ	16695	
よくも	よくも	16696	
はめになる	はめになる	16697	
いますぐ	いますぐ	16698	
何と	なんと	16699	6500
しぶき	しぶき	16700	
神	しん	16701	
気後れ	きおくれ	16702	195565
邂逅	かいこう	16703	
どん底	どんぞこ	16704	143758
プロデューサー	プロデューサー	16705	
痛手	いたで	16706	60483
電	いなずま	16707	68096
蔓延	まんえん	16708	75562
敵軍	てきぐん	16709	252369
危険に晒す	きけんにさらす	16710	246372
何ともない	なんともない	16711	12395
悪徳	あくとく	16712	298271
とやかく言う	とやかくいう	16713	75500
名乗り出る	なのりでる	16714	
使命感	しめいかん	16715	
段差	だんさ	16716	241573
長屋	ながや	16717	148864
山盛り	やまもり	16718	245076
血痕	けっこん	16719	
素足	すあし	16720	128333
棄てる	すてる	16721	16190
武蔵	むさし	16722	68086
地球上	ちきゅうじょう	16723	
上半身を起こす	じょうはんしんをおこす	16724	
丁度良い	ちょうどいい	16725	3688
スポンサー	スポンサー	16726	
信条	しんじょう	16727	
武者	むしゃ	16728	48177
機転	きてん	16729	
混じり合う	まじりあう	16730	64593
無職	むしょく	16731	149640
目撃情報	もくげきじょうほう	16732	
言ってみれば	いってみれば	16733	48292
普段着	ふだんぎ	16734	
紳士的	しんしてき	16735	255071
あるじ	あるじ	16736	
布陣	ふじん	16737	
建造	けんぞう	16738	198477
敵視	てきし	16739	
一刀	いっとう	16740	
太古	たいこ	16741	
ぶっ飛ぶ	ぶっとぶ	16742	50185
正当化	せいとうか	16743	
手を染める	てをそめる	16744	
天狗	てんぐ	16745	60488
人民	じんみん	16746	215103
分け与える	わけあたえる	16747	116936
傷痕	きずあと	16748	93322
仰ぎ見る	あおぎみる	16749	162415
必要不可欠	ひつようふかけつ	16750	
炒める	いためる	16751	41794
要点	ようてん	16752	286278
試作	しさく	16753	
勃発	ぼっぱつ	16754	125455
平手	ひらて	16755	
ずっしり	ずっしり	16756	
ドリル	ドリル	16757	
純真	じゅんしん	16758	249871
鉄製	てっせい	16759	
羨む	うらやむ	16760	35598
蒸す	むす	16761	12798
小脇	こわき	16762	75394
張り出す	はりだす	16763	95975
這い出る	はいでる	16764	189266
切らす	きらす	16765	110971
ジェスチャー	ジェスチャー	16766	
二組	ふたくみ	16767	195712
不可抗力	ふかこうりょく	16768	164641
寝返りを打つ	ねがえりをうつ	16769	161733
疾い	はやい	16770	5680
庫	くら	16771	7581
軍師	ぐんし	16772	
バスケ	バスケ	16773	
点く	つく	16774	287201
帳	ちょう	16775	
理由をつける	りゆうをつける	16776	
おにいさん	おにいさん	16777	
サル	サル	16778	
何これ	なにこれ	16779	144113
考えにくい	かんがえにくい	16780	277529
絵の具	えのぐ	16781	114094
人様	ひとさま	16782	81557
見てとる	みてとる	16783	
そのなか	そのなか	16784	
ならす	ならす	16785	
命をかける	いのちをかける	16786	111436
思いつめる	おもいつめる	16787	189432
ビクン	ビクン	16788	
１１月	じゅういちがつ	16789	
これといって	これといって	16790	
とどく	とどく	16791	
ほうが良い	ほうがいい	16792	1849
縛りつける	しばりつける	16793	51880
そち	そち	16794	
わかれる	わかれる	16795	
立ちこめる	たちこめる	16796	29388
つんと	つんと	16797	
よそよそしい	よそよそしい	16798	
かっと	かっと	16799	
どかす	どかす	16800	
疎む	うとむ	16801	70683
中毒	ちゅうどく	16802	267798
高校時代	こうこうじだい	16803	
一件落着	いっけんらくちゃく	16804	305012
モチベーション	モチベーション	16805	
偉業	いぎょう	16806	90943
決め手	きめて	16807	
休養	きゅうよう	16808	208966
心を動かす	こころをうごかす	16809	259572
ショッピングモール	ショッピングモール	16810	
捜し出す	さがしだす	16811	67400
堅実	けんじつ	16812	235269
見渡す限り	みわたすかぎり	16813	174989
貫禄	かんろく	16814	166148
ハンバーガー	ハンバーガー	16815	
分量	ぶんりょう	16816	208444
半歩	はんぽ	16817	
勤勉	きんべん	16818	
お忍び	おしのび	16819	102131
作り話	つくりばなし	16820	
やり口	やりくち	16821	72785
入社	にゅうしゃ	16822	304198
労う	ねぎらう	16823	20294
否応	いやおう	16824	128870
残り少ない	のこりすくない	16825	214074
生臭い	なまぐさい	16826	57886
尺	しゃく	16827	
足先	あしさき	16828	231967
頭が真っ白になる	あたまがまっしろになる	16829	
交番	こうばん	16830	306758
購買	こうばい	16831	277037
慣れ親しむ	なれしたしむ	16832	
くし	くし	16833	
花園	はなぞの	16834	132009
中腹	ちゅうふく	16835	161080
二日間	ふつかかん	16836	
風俗	ふうぞく	16837	166894
言いやがって	いいやがって	16838	91081
気休め	きやすめ	16839	
襞	ひだ	16840	23789
分配	ぶんぱい	16841	303190
マナ	マナ	16842	
先手を打つ	せんてをうつ	16843	
でも無い	でもない	16844	323
目が見える	めがみえる	16845	
やんちゃ	やんちゃ	16846	
役立てる	やくだてる	16847	
所以	ゆえん	16848	
学力	がくりょく	16849	
数段	すうだん	16850	
子供らしい	こどもらしい	16851	206741
寺院	じいん	16852	67990
心の傷	こころのきず	16853	
せねばならない	せねばならない	16854	
外気	がいき	16855	204904
下の名前	したのなまえ	16856	
納まる	おさまる	16857	7336
思考回路	しこうかいろ	16858	
父母	ふぼ	16859	93327
無抵抗	むていこう	16860	289378
断	だん	16861	
コンクール	コンクール	16862	
研究員	けんきゅういん	16863	
洗礼	せんれい	16864	
日本中	にほんじゅう	16865	234786
無闇	むやみ	16866	11988
明け暮れる	あけくれる	16867	77122
透かす	すかす	16868	23494
酷使	こくし	16869	
教皇	きょうこう	16870	
に際して	にさいして	16871	81246
滾る	たぎる	16872	18984
直感的	ちょっかんてき	16873	
悪ふざけ	わるふざけ	16874	151862
難解	なんかい	16875	33189
環	たまき	16876	65944
功	こう	16877	
おうおう	おうおう	16878	
負担をかける	ふたんをかける	16879	306180
バッカ	バッカ	16880	
区別がつく	くべつがつく	16881	
しぐさ	しぐさ	16882	
こえる	こえる	16883	
人懐っこい	ひとなつっこい	16884	137074
かすり傷	かすりきず	16885	164250
たよう	たよう	16886	
風呂上がり	ふろあがり	16887	
予定どおり	よていどおり	16888	277272
ささげる	ささげる	16889	
ぬかす	ぬかす	16890	
えだ	えだ	16891	
さきに	さきに	16892	
言いふらす	いいふらす	16893	79282
うま	うま	16894	
だけのことはある	だけのことはある	16895	
受けとめる	うけとめる	16896	52588
いらいら	いらいら	16897	
おわ	おわ	16898	
いそぐ	いそぐ	16899	
鳴り	なり	16900	
面	つら	16901	58176
面	づら	16902	
下手	しもて	16903	201725
明	みん	16904	232108
極	ごく	16905	2505
虚	きょ	16906	
希薄	きはく	16907	80728
不注意	ふちゅうい	16908	252477
過	か	16909	
履歴	りれき	16910	233108
判然	はんぜん	16911	
頭を冷やす	あたまをひやす	16912	
出でる	いでる	16913	4591
世にも	よにも	16914	272184
釈放	しゃくほう	16915	304586
ショーツ	ショーツ	16916	
制覇	せいは	16917	248771
勉強会	べんきょうかい	16918	258480
押し通す	おしとおす	16919	146848
公衆	こうしゅう	16920	
改装	かいそう	16921	
ラベル	ラベル	16922	
拡げる	ひろげる	16923	14996
連合軍	れんごうぐん	16924	241262
放火	ほうか	16925	80218
ツンツン	ツンツン	16926	
照らし合わせる	てらしあわせる	16927	164988
つかつか	つかつか	16928	
弱音を吐く	よわねをはく	16929	282656
内乱	ないらん	16930	307594
手一杯	ていっぱい	16931	164126
亡者	もうじゃ	16932	266835
陽動	ようどう	16933	
わいわい	わいわい	16934	
医務室	いむしつ	16935	296954
感銘	かんめい	16936	
必至	ひっし	16937	
面談	めんだん	16938	303141
無罪	むざい	16939	224683
排出	はいしゅつ	16940	196622
空き地	あきち	16941	83422
要人	ようじん	16942	238453
メダル	メダル	16943	
何個	なんこ	16944	
物静か	ものしずか	16945	95812
意地でも	いじでも	16946	243982
屈指	くっし	16947	120117
恐竜	きょうりゅう	16948	135447
懐に入る	ふところにはいる	16949	170112
本文	ほんぶん	16950	235177
原料	げんりょう	16951	
ミーティング	ミーティング	16952	
問題児	もんだいじ	16953	
サンダル	サンダル	16954	
自殺行為	じさつこうい	16955	
掘り出す	ほりだす	16956	130452
売り出す	うりだす	16957	208634
フィクション	フィクション	16958	
立ち上がり	たちあがり	16959	
電柱	でんちゅう	16960	149984
猛毒	もうどく	16961	268361
付属	ふぞく	16962	234725
鴨	かも	16963	152301
瞳孔	どうこう	16964	
持ち去る	もちさる	16965	213065
憑依	ひょうい	16966	289107
知り得る	しりえる	16967	141752
巻き起こす	まきおこす	16968	93656
寒	かん	16969	
訳す	やくす	16970	81165
マグマ	マグマ	16971	
異存	いぞん	16972	
足踏み	あしぶみ	16973	154056
一座	いちざ	16974	146408
ぶつけ合う	ぶつけあう	16975	41289
学校生活	がっこうせいかつ	16976	284665
殺人犯	さつじんはん	16977	
この結果	このけっか	16978	
たから	たから	16979	
りんご	りんご	16980	
墓参り	はかまいり	16981	202743
筋書き	すじがき	16982	163679
もする	もする	16983	
なんたって	なんたって	16984	
さもなくば	さもなくば	16985	
造作もない	ぞうさもない	16986	127964
錆	さび	16987	28291
診てもらう	みてもらう	16988	36300
このあいだ	このあいだ	16989	
サマ	サマ	16990	
くり返す	くりかえす	16991	17594
ことが無い	ことがない	16992	1084
やりあう	やりあう	16993	
グル	グル	16994	
もしよかったら	もしよかったら	16995	
しだいに	しだいに	16996	
儲け	もうけ	16997	54096
よそ見	よそみ	16998	118091
ココ	ココ	16999	
ドクン	ドクン	17000	
人気	ひとけ	17001	39694
飛沫	しぶき	17002	16700
何か別	なにかべつ	17003	109514
糸口	いとぐち	17004	73589
震え上がる	ふるえあがる	17005	59276
期する	きする	17006	94365
三角形	さんかくけい	17007	283072
開封	かいふう	17008	201931
頭巾	ずきん	17009	41470
だのに	だのに	17010	
激戦	げきせん	17011	224751
鬼気迫る	ききせまる	17012	
お爺さん	おじいさん	17013	8895
荒唐無稽	こうとうむけい	17014	120038
語り継ぐ	かたりつぐ	17015	234765
鋏	はさみ	17016	30088
精通	せいつう	17017	296967
煌々	こうこう	17018	
鬼ごっこ	おにごっこ	17019	92764
直立	ちょくりつ	17020	272611
航行	こうこう	17021	
丸投げ	まるなげ	17022	
真昼	まひる	17023	60788
願い事	ねがいごと	17024	141328
地に落ちる	ちにおちる	17025	316605
主流	しゅりゅう	17026	
麻酔	ますい	17027	141892
バレンタイン	バレンタイン	17028	
相方	あいかた	17029	112073
業火	ごうか	17030	
籠城	ろうじょう	17031	87926
圧す	おす	17032	6078
連結	れんけつ	17033	215929
重鎮	じゅうちん	17034	192880
しら	しら	17035	
釣り上げる	つりあげる	17036	
悲壮	ひそう	17037	103073
すわ	すわ	17038	
王立	おうりつ	17039	
蟹	かに	17040	
いが	いが	17041	
自惚れる	うぬぼれる	17042	24400
艦長	かんちょう	17043	
傷付く	きずつく	17044	97145
円卓	えんたく	17045	
一歳	いっさい	17046	191728
血統	けっとう	17047	
巡査	じゅんさ	17048	303861
差し引く	さしひく	17049	141739
出し入れ	だしいれ	17050	242690
表記	ひょうき	17051	198867
使い勝手	つかいがって	17052	
下町	したまち	17053	
春休み	はるやすみ	17054	
暴君	ぼうくん	17055	205921
深入り	ふかいり	17056	232799
受験生	じゅけんせい	17057	288899
槌	つち	17058	
後部	こうぶ	17059	
暴力を振るう	ぼうりょくをふるう	17060	
溜め息	ためいき	17061	42099
寝入る	ねいる	17062	81045
ゴー	ゴー	17063	
ぎくり	ぎくり	17064	
訓練場	くんれんじょう	17065	
心優しい	こころやさしい	17066	235410
吐き気がする	はきけがする	17067	
シンボル	シンボル	17068	
善悪	ぜんあく	17069	186504
口笛を吹く	くちぶえをふく	17070	
仕入れ	しいれ	17071	264846
しもうた	しもうた	17072	
ハーブ	ハーブ	17073	
伸び	のび	17074	67775
臭う	におう	17075	25287
器量	きりょう	17076	55699
うるせー	うるせー	17077	
芸術的	げいじゅつてき	17078	314653
連打	れんだ	17079	125618
ガクガク	ガクガク	17080	
ハズレ	ハズレ	17081	
とかく	とかく	17082	
きびしい	きびしい	17083	
おとす	おとす	17084	
おっしゃるとおり	おっしゃるとおり	17085	
チ	チ	17086	
ザマ	ザマ	17087	
どこもかしこも	どこもかしこも	17088	
いいっていう	いいっていう	17089	
いずれにせよ	いずれにせよ	17090	
何故なら	なぜなら	17091	3515
コクリ	コクリ	17092	
これなら	これなら	17093	
とおる	とおる	17094	
すっげー	すっげー	17095	
きしむ	きしむ	17096	
しきたり	しきたり	17097	
刺身	さしみ	17098	82686
おいでになる	おいでになる	17099	
あふれ出す	あふれだす	17100	43494
つく	つく	17101	
上手	うわて	17102	74865
着	ぎ	17103	
基	き	17104	
血肉	けつにく	17105	
剃る	そる	17106	
目先	めさき	17107	
通学路	つうがくろ	17108	
修繕	しゅうぜん	17109	108481
ドーナツ	ドーナツ	17110	
女性らしい	じょせいらしい	17111	
手を付ける	てをつける	17112	
呼び合う	よびあう	17113	196400
摂理	せつり	17114	
虚偽	きょぎ	17115	
随一	ずいいち	17116	295350
には及ばない	にはおよばない	17117	80420
間髪入れず	かんはついれず	17118	
薬師	やくし	17119	
新年	しんねん	17120	131555
比較にならない	ひかくにならない	17121	
最重要	さいじゅうよう	17122	
点々	てんてん	17123	73496
気の強い	きのつよい	17124	
カレンダー	カレンダー	17125	
てきぱき	てきぱき	17126	
先入観	せんにゅうかん	17127	
学費	がくひ	17128	220288
考えを巡らす	かんがえをめぐらす	17129	
琥珀色	こはくいろ	17130	143239
大爆発	だいばくはつ	17131	223540
荷車	にぐるま	17132	
パフェ	パフェ	17133	
デザイナー	デザイナー	17134	
立ち	たち	17135	261901
落雷	らくらい	17136	118098
縁を切る	えんをきる	17137	312978
成仏	じょうぶつ	17138	112352
青筋	あおすじ	17139	164056
恐慌	きょうこう	17140	
五体	ごたい	17141	122565
子分	こぶん	17142	80506
内情	ないじょう	17143	231228
キャリア	キャリア	17144	
侯	こう	17145	
オリンピック	オリンピック	17146	
理科	りか	17147	33097
由緒	ゆいしょ	17148	77386
憎らしい	にくらしい	17149	61278
マックス	マックス	17150	
居続ける	いつづける	17151	69184
じゃんけん	じゃんけん	17152	
割り振る	わりふる	17153	144121
保身	ほしん	17154	
割り出す	わりだす	17155	194188
仰々しい	ぎょうぎょうしい	17156	115840
沈痛	ちんつう	17157	197637
仲間入り	なかまいり	17158	291476
過る	よぎる	17159	9185
倒壊	とうかい	17160	228061
入り乱れる	いりみだれる	17161	127680
急行	きゅうこう	17162	272417
見限る	みかぎる	17163	193659
励まし	はげまし	17164	102326
らば	らば	17165	
一苦労	ひとくろう	17166	
不埒	ふらち	17167	51882
駆り立てる	かりたてる	17168	63987
汚らわしい	けがらわしい	17169	55085
不純	ふじゅん	17170	
雀	すずめ	17171	42984
請う	こう	17172	70201
剥奪	はくだつ	17173	141442
ブタ	ブタ	17174	
勝ち目はない	かちめはない	17175	
ひっかける	ひっかける	17176	
あぐらをかく	あぐらをかく	17177	
さら	さら	17178	
ひれ伏す	ひれふす	17179	86547
きょうだい	きょうだい	17180	
おだやか	おだやか	17181	
よくもまあ	よくもまあ	17182	
もうもう	もうもう	17183	
読み終わる	よみおわる	17184	243495
かつぐ	かつぐ	17185	
うつす	うつす	17186	
１月	いちがつ	17187	243704
ダ	ダ	17188	
見積もる	みつもる	17189	148997
モノ	モノ	17190	
知る由もない	しるよしもない	17191	241334
スペイン	スペイン	17192	
ふるまう	ふるまう	17193	
可哀そう	かわいそう	17194	2749
かぎる	かぎる	17195	
小首をかしげる	こくびをかしげる	17196	217032
いじ	いじ	17197	
ひろがる	ひろがる	17198	
２位	にい	17199	118004
２度	にど	17200	
市	いち	17201	
疑似	ぎじ	17202	154269
見栄	みえ	17203	44497
土間	どま	17204	56895
筆跡	ひっせき	17205	132328
抜き出す	ぬきだす	17206	112584
考えれば考えるほど	かんがえればかんがえるほど	17207	
都合が良い	つごうがいい	17208	117805
財力	ざいりょく	17209	
也	なり	17210	
二十日	はつか	17211	195917
いじける	いじける	17212	
船内	せんない	17213	
介護	かいご	17214	104952
野太い	のぶとい	17215	149317
出費	しゅっぴ	17216	286500
大王	だいおう	17217	
貸し出す	かしだす	17218	191529
食べ過ぎる	たべすぎる	17219	166707
カウントダウン	カウントダウン	17220	
気を許す	きをゆるす	17221	
有数	ゆうすう	17222	
帳簿	ちょうぼ	17223	166993
がっつり	がっつり	17224	
藍色	あいいろ	17225	122696
来訪者	らいほうしゃ	17226	
外周	がいしゅう	17227	152933
黒衣	こくい	17228	
お寺	おてら	17229	147194
止血	しけつ	17230	
感覚的	かんかくてき	17231	
実証	じっしょう	17232	178623
喝采	かっさい	17233	59087
リベンジ	リベンジ	17234	
買い込む	かいこむ	17235	121602
片思い	かたおもい	17236	195325
悪鬼	あっき	17237	
王冠	おうかん	17238	116068
種々	しゅじゅ	17239	110328
第一声	だいいっせい	17240	
手を下す	てをくだす	17241	
計測	けいそく	17242	277889
ワード	ワード	17243	
奈落	ならく	17244	93865
桁違い	けたちがい	17245	141898
剣先	けんさき	17246	191599
機敏	きびん	17247	151968
扇子	せんす	17248	
潔白	けっぱく	17249	204500
教え込む	おしえこむ	17250	214731
お得	おとく	17251	127056
享受	きょうじゅ	17252	
人払い	ひとばらい	17253	229081
造形	ぞうけい	17254	112622
一本道	いっぽんみち	17255	
此方	こっち	17256	480
うた	うた	17257	
行政	ぎょうせい	17258	201078
圏内	けんない	17259	150385
転々	てんてん	17260	189673
質感	しつかん	17261	246834
ちゅう	ちゅう	17262	
怪力	かいりき	17263	
静謐	せいひつ	17264	103946
申し込み	もうしこみ	17265	257900
掬う	すくう	17266	7496
闇夜	あんや	17267	121820
病状	びょうじょう	17268	
気さえする	きさえする	17269	99371
物々しい	ものものしい	17270	36687
編集長	へんしゅうちょう	17271	254656
もたもた	もたもた	17272	
ゆする	ゆする	17273	
ＮＧ	エヌジー	17274	219197
東北	とうほく	17275	262019
滞る	とどこおる	17276	99787
ついこの間	ついこのあいだ	17277	55490
凄腕	すごうで	17278	189361
疫病	えきびょう	17279	187270
暮す	くらす	17280	26986
咎	とが	17281	18197
渡り廊下	わたりろうか	17282	138910
引き分け	ひきわけ	17283	166299
戦乱	せんらん	17284	215425
鋭敏	えいびん	17285	167145
誰の目にも	だれのめにも	17286	
オー	オー	17287	
とんとん	とんとん	17288	
辿りつく	たどりつく	17289	9392
ドンドン	ドンドン	17290	
たったひとつ	たったひとつ	17291	
目する	もくする	17292	154179
そのあいだ	そのあいだ	17293	
あいよ	あいよ	17294	
身だしなみ	みだしなみ	17295	167807
息づかい	いきづかい	17296	197072
或る	ある	17297	801
嗅ぎつける	かぎつける	17298	40488
そん	そん	17299	
吸いつく	すいつく	17300	110966
どく	どく	17301	
諸	もろもろ	17302	19494
退職	たいしょく	17303	208479
飲みこむ	のみこむ	17304	22382
渋い顔をする	しぶいかおをする	17305	
ＰＳ	ピーエス	17306	232129
奇	き	17307	
受付嬢	うけつけじょう	17308	
病的	びょうてき	17309	255755
作業員	さぎょういん	17310	
下駄箱	げたばこ	17311	167248
薄闇	うすやみ	17312	119526
無頓着	むとんちゃく	17313	103999
水気	みずけ	17314	
前夜	ぜんや	17315	212438
バグ	バグ	17316	
喪失感	そうしつかん	17317	
碧眼	へきがん	17318	119555
店番	みせばん	17319	237691
苔	こけ	17320	167805
賑わい	にぎわい	17321	45085
両眼	りょうがん	17322	
悪影響	あくえいきょう	17323	249992
時間を作る	じかんをつくる	17324	
ガリガリ	ガリガリ	17325	
胸ポケット	むねポケット	17326	
柔道	じゅうどう	17327	261297
フランス語	フランスご	17328	
お役目	おやくめ	17329	256777
機動力	きどうりょく	17330	
城下町	じょうかまち	17331	292916
要領を得る	ようりょうをえる	17332	
地名	ちめい	17333	
バッテリー	バッテリー	17334	
淫	いん	17335	
命名	めいめい	17336	
爺ちゃん	じいちゃん	17337	11887
小悪魔	こあくま	17338	236099
族長	ぞくちょう	17339	199587
書面	しょめん	17340	175035
化粧品	けしょうひん	17341	
演劇部	えんげきぶ	17342	248749
荷馬車	にばしゃ	17343	
逆手	ぎゃくて	17344	
非現実的	ひげんじつてき	17345	
矢継ぎ早	やつぎばや	17346	118045
漬け	づけ	17347	43102
竦む	すくむ	17348	14494
失	しつ	17349	
敵国	てきこく	17350	263596
彼の方	あのかた	17351	64194
記者会見	きしゃかいけん	17352	
ブツ	ブツ	17353	
カタカタ	カタカタ	17354	
仕立て上げる	したてあげる	17355	91396
緻密	ちみつ	17356	68490
手駒	てごま	17357	310811
取り仕切る	とりしきる	17358	83195
好戦的	こうせんてき	17359	
陽射し	ひざし	17360	131326
困り果てる	こまりはてる	17361	152842
揺るぎない	ゆるぎない	17362	59392
頭髪	とうはつ	17363	199671
骨を折る	ほねをおる	17364	168672
猛攻	もうこう	17365	22685
点ける	つける	17366	281601
星座	せいざ	17367	270415
形勢	けいせい	17368	
つまらぬ	つまらぬ	17369	
麦茶	むぎちゃ	17370	283794
香辛料	こうしんりょう	17371	244691
気難しい	きむずかしい	17372	195879
レ	レ	17373	
逃避	とうひ	17374	152235
足腰	あしこし	17375	169664
落っこちる	おっこちる	17376	71693
裏方	うらかた	17377	252936
白色	しろいろ	17378	247283
奪取	だっしゅ	17379	107316
事となる	こととなる	17380	4593
則る	のっとる	17381	23790
クリス	クリス	17382	
洋	よう	17383	
運がいい	うんがいい	17384	271107
まがい	まがい	17385	
てよい	てよい	17386	
てもいい	てもいい	17387	
吹きつける	ふきつける	17388	88659
クラクラ	クラクラ	17389	
プレー	プレー	17390	
ひと口	ひとくち	17391	31980
うい	うい	17392	
へる	へる	17393	
クルクル	クルクル	17394	
わかりきる	わかりきる	17395	
からなる	からなる	17396	
われる	われる	17397	
手引き	てびき	17398	203265
まるい	まるい	17399	
聖騎士	せいきし	17400	
罪	ざい	17401	
貧困	ひんこん	17402	293981
行商人	ぎょうしょうにん	17403	261684
滅多	めった	17404	21579
メンテナンス	メンテナンス	17405	
業績	ぎょうせき	17406	216109
人選	じんせん	17407	192696
揉みしだく	もみしだく	17408	63600
賭する	とする	17409	
２分	にふん	17410	111146
振り乱す	ふりみだす	17411	94432
お終い	おしまい	17412	2841
ＳＦ	エスエフ	17413	257519
割り当てる	わりあてる	17414	113644
ゴーグル	ゴーグル	17415	
アーチ	アーチ	17416	
遺伝	いでん	17417	85142
看過	かんか	17418	64485
大の字	だいのじ	17419	
生粋	きっすい	17420	80818
呈する	ていする	17421	94399
議長	ぎちょう	17422	148439
満腹	まんぷく	17423	93155
口座	こうざ	17424	
興味を引く	きょうみをひく	17425	
雷撃	らいげき	17426	
教頭	きょうとう	17427	
読み書き	よみかき	17428	187511
待ち遠しい	まちどおしい	17429	161906
西部	せいぶ	17430	
田舎者	いなかもの	17431	87536
恥辱	ちじょく	17432	117657
語気	ごき	17433	35686
静観	せいかん	17434	
漏れ出す	もれだす	17435	142986
選出	せんしゅつ	17436	282431
どっしり	どっしり	17437	
階建て	かいだて	17438	
しなる	しなる	17439	
驚いたことに	おどろいたことに	17440	74277
肩に担ぐ	かたにかつぐ	17441	
中空	ちゅうくう	17442	313549
買って出る	かってでる	17443	93430
クイーン	クイーン	17444	
艇	てい	17445	
機微	きび	17446	45396
家内	かない	17447	22778
巻き付く	まきつく	17448	65989
ハッチ	ハッチ	17449	
寝返る	ねがえる	17450	250017
失笑	しっしょう	17451	298487
ぐるっと	ぐるっと	17452	
クライマックス	クライマックス	17453	
チョイス	チョイス	17454	
カプセル	カプセル	17455	
劣等感	れっとうかん	17456	275463
晴天	せいてん	17457	150184
朗読	ろうどく	17458	205427
古き	ふるき	17459	
蔭	かげ	17460	14283
不利益	ふりえき	17461	
ここまで来たら	ここまできたら	17462	29190
下層	かそう	17463	
幾人か	いくにんか	17464	301193
跳ね返る	はねかえる	17465	73280
自らの手で	みずからのてで	17466	289382
タブレット	タブレット	17467	
お気の毒	おきのどく	17468	128536
防犯	ぼうはん	17469	236455
盲目	もうもく	17470	226650
少年少女	しょうねんしょうじょ	17471	
成熟	せいじゅく	17472	244432
協定	きょうてい	17473	
エラー	エラー	17474	
どくどく	どくどく	17475	
会社員	かいしゃいん	17476	
手紙を出す	てがみをだす	17477	271352
セッティング	セッティング	17478	
手書き	てがき	17479	226001
歌手	かしゅ	17480	167959
まく	まく	17481	
はじまり	はじまり	17482	
心がけ	こころがけ	17483	128348
いいかげんにする	いいかげんにする	17484	
ここんとこ	ここんとこ	17485	
こじれる	こじれる	17486	
まっしぐら	まっしぐら	17487	
やりがい	やりがい	17488	
はらむ	はらむ	17489	
すすり泣く	すすりなく	17490	99827
おわび	おわび	17491	
わだかまり	わだかまり	17492	
まくしたてる	まくしたてる	17493	
受け	うけ	17494	53695
おそろい	おそろい	17495	
あか	あか	17496	
溜め息をつく	ためいきをつく	17497	68496
いだく	いだく	17498	
２月	にがつ	17499	274839
おたく	おたく	17500	
何時	いつ	17501	295
手頃	てごろ	17502	120090
すぐ側	すぐそば	17503	7293
其	それ	17504	17
息を切る	いきをきる	17505	244301
黙認	もくにん	17506	255822
情報網	じょうほうもう	17507	300764
捲る	まくる	17508	1999
破格	はかく	17509	60489
尻尾を振る	しっぽをふる	17510	92289
自問	じもん	17511	267447
ステッキ	ステッキ	17512	
撫で回す	なでまわす	17513	69996
しゃあ	しゃあ	17514	
お婆さん	おばあさん	17515	10289
一輪	いちりん	17516	161400
沈黙を破る	ちんもくをやぶる	17517	
浮き出る	うきでる	17518	124579
焦れる	じれる	17519	34784
にじり寄る	にじりよる	17520	64188
活	かつ	17521	
引き戸	ひきど	17522	
おいそれと	おいそれと	17523	
引き延ばす	ひきのばす	17524	96970
カリカリ	カリカリ	17525	
入り交じる	いりまじる	17526	74282
黒煙	こくえん	17527	
底辺	ていへん	17528	263591
心意気	こころいき	17529	274096
に伴い	にともない	17530	58896
